TGL_TRANSAKSI,NAMA_BARANG,JUMLAH_STOK
2023-11-11,BANTAL IBU MENYUSUI SERI SQUIREL,1
2023-11-11,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,7
2023-11-11,TAS RANSEL OTHELLO SERIES,0
2023-11-12,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-11-12,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-11-12,TAS RANSEL OTHELLO SERIES,0
2023-11-13,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-11-13,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,4
2023-11-13,TAS RANSEL OTHELLO SERIES,0
2023-11-14,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-11-14,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,1
2023-11-14,TAS RANSEL OTHELLO SERIES,0
2023-11-15,BANTAL IBU MENYUSUI SERI SQUIREL,3
2023-11-15,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,1
2023-11-15,TAS RANSEL OTHELLO SERIES,0
2023-11-16,BANTAL IBU MENYUSUI SERI SQUIREL,1
2023-11-16,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,3
2023-11-16,TAS RANSEL OTHELLO SERIES,0
2023-11-17,BANTAL IBU MENYUSUI SERI SQUIREL,1
2023-11-17,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,1
2023-11-17,TAS RANSEL OTHELLO SERIES,0
2023-11-18,BANTAL IBU MENYUSUI SERI SQUIREL,1
2023-11-18,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-11-18,TAS RANSEL OTHELLO SERIES,0
2023-11-19,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-11-19,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-11-19,TAS RANSEL OTHELLO SERIES,0
2023-11-20,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-11-20,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-11-20,TAS RANSEL OTHELLO SERIES,0
2023-11-21,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-11-21,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-11-21,TAS RANSEL OTHELLO SERIES,0
2023-11-22,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-11-22,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,1
2023-11-22,TAS RANSEL OTHELLO SERIES,0
2023-11-23,BANTAL IBU MENYUSUI SERI SQUIREL,1
2023-11-23,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-11-23,TAS RANSEL OTHELLO SERIES,0
2023-11-24,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-11-24,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,1
2023-11-24,TAS RANSEL OTHELLO SERIES,0
2023-11-25,BANTAL IBU MENYUSUI SERI SQUIREL,1
2023-11-25,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-11-25,TAS RANSEL OTHELLO SERIES,0
2023-11-26,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-11-26,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-11-26,TAS RANSEL OTHELLO SERIES,0
2023-11-27,BANTAL IBU MENYUSUI SERI SQUIREL,3
2023-11-27,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,1
2023-11-27,TAS RANSEL OTHELLO SERIES,0
2023-11-28,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-11-28,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-11-28,TAS RANSEL OTHELLO SERIES,0
2023-11-29,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-11-29,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-11-29,TAS RANSEL OTHELLO SERIES,0
2023-11-30,BANTAL IBU MENYUSUI SERI SQUIREL,1
2023-11-30,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,3
2023-11-30,TAS RANSEL OTHELLO SERIES,0
2023-12-01,BANTAL IBU MENYUSUI SERI SQUIREL,4
2023-12-01,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-01,TAS RANSEL OTHELLO SERIES,4
2023-12-02,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-12-02,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,4
2023-12-02,TAS RANSEL OTHELLO SERIES,0
2023-12-03,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-03,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-03,TAS RANSEL OTHELLO SERIES,0
2023-12-04,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-12-04,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,6
2023-12-04,TAS RANSEL OTHELLO SERIES,0
2023-12-05,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-05,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-05,TAS RANSEL OTHELLO SERIES,0
2023-12-06,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-12-06,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-06,TAS RANSEL OTHELLO SERIES,2
2023-12-07,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-12-07,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-07,TAS RANSEL OTHELLO SERIES,0
2023-12-08,BANTAL IBU MENYUSUI SERI SQUIREL,4
2023-12-08,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-08,TAS RANSEL OTHELLO SERIES,0
2023-12-09,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-09,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-09,TAS RANSEL OTHELLO SERIES,0
2023-12-10,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-10,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-10,TAS RANSEL OTHELLO SERIES,0
2023-12-11,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-12-11,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-11,TAS RANSEL OTHELLO SERIES,0
2023-12-12,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-12-12,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,6
2023-12-12,TAS RANSEL OTHELLO SERIES,0
2023-12-13,BANTAL IBU MENYUSUI SERI SQUIREL,6
2023-12-13,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-13,TAS RANSEL OTHELLO SERIES,0
2023-12-14,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-12-14,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,6
2023-12-14,TAS RANSEL OTHELLO SERIES,0
2023-12-15,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-15,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-15,TAS RANSEL OTHELLO SERIES,0
2023-12-16,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-16,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-16,TAS RANSEL OTHELLO SERIES,0
2023-12-17,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-17,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-17,TAS RANSEL OTHELLO SERIES,0
2023-12-18,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-18,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-18,TAS RANSEL OTHELLO SERIES,0
2023-12-19,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-19,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-19,TAS RANSEL OTHELLO SERIES,0
2023-12-20,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-20,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,4
2023-12-20,TAS RANSEL OTHELLO SERIES,0
2023-12-21,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-21,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-21,TAS RANSEL OTHELLO SERIES,0
2023-12-22,BANTAL IBU MENYUSUI SERI SQUIREL,6
2023-12-22,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-22,TAS RANSEL OTHELLO SERIES,0
2023-12-23,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-23,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-23,TAS RANSEL OTHELLO SERIES,0
2023-12-24,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-24,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-24,TAS RANSEL OTHELLO SERIES,0
2023-12-25,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-25,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-25,TAS RANSEL OTHELLO SERIES,0
2023-12-26,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-12-26,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,4
2023-12-26,TAS RANSEL OTHELLO SERIES,0
2023-12-27,BANTAL IBU MENYUSUI SERI SQUIREL,2
2023-12-27,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-27,TAS RANSEL OTHELLO SERIES,0
2023-12-28,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-28,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-28,TAS RANSEL OTHELLO SERIES,0
2023-12-29,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-29,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,2
2023-12-29,TAS RANSEL OTHELLO SERIES,0
2023-12-30,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-30,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-30,TAS RANSEL OTHELLO SERIES,0
2023-12-31,BANTAL IBU MENYUSUI SERI SQUIREL,0
2023-12-31,GENDONGAN SAMPING DOUBLE FUNGSI LINE SERIES,0
2023-12-31,TAS RANSEL OTHELLO SERIES,0
